EAR,MAR,TIME
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.28692466083251755,0.1,12:56:29.318464
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.28692466083251755,0.1,12:56:29.318464
0.3210904973681021,0.06666666666666667,12:56:29.454084
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.28692466083251755,0.1,12:56:29.318464
0.3210904973681021,0.06666666666666667,12:56:29.454084
0.3223984517919603,0.1,12:56:29.597266
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.28692466083251755,0.1,12:56:29.318464
0.3210904973681021,0.06666666666666667,12:56:29.454084
0.3223984517919603,0.1,12:56:29.597266
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.28692466083251755,0.1,12:56:29.318464
0.3210904973681021,0.06666666666666667,12:56:29.454084
0.3223984517919603,0.1,12:56:29.597266
0.2911708466126962,0.11380711874576983,12:56:29.911055
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.28692466083251755,0.1,12:56:29.318464
0.3210904973681021,0.06666666666666667,12:56:29.454084
0.3223984517919603,0.1,12:56:29.597266
0.2911708466126962,0.11380711874576983,12:56:29.911055
0.27002841713516385,0.11380711874576983,12:56:30.069264
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.28692466083251755,0.1,12:56:29.318464
0.3210904973681021,0.06666666666666667,12:56:29.454084
0.3223984517919603,0.1,12:56:29.597266
0.2911708466126962,0.11380711874576983,12:56:29.911055
0.27002841713516385,0.11380711874576983,12:56:30.069264
0.2881317272534558,0.19621165057908915,12:56:30.226201
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.28692466083251755,0.1,12:56:29.318464
0.3210904973681021,0.06666666666666667,12:56:29.454084
0.3223984517919603,0.1,12:56:29.597266
0.2911708466126962,0.11380711874576983,12:56:29.911055
0.27002841713516385,0.11380711874576983,12:56:30.069264
0.2881317272534558,0.19621165057908915,12:56:30.226201
0.23304163151772272,0.18834271799576283,12:56:30.396858
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.28692466083251755,0.1,12:56:29.318464
0.3210904973681021,0.06666666666666667,12:56:29.454084
0.3223984517919603,0.1,12:56:29.597266
0.2911708466126962,0.11380711874576983,12:56:29.911055
0.27002841713516385,0.11380711874576983,12:56:30.069264
0.2881317272534558,0.19621165057908915,12:56:30.226201
0.23304163151772272,0.18834271799576283,12:56:30.396858
0.2918808292134908,0.06666666666666667,12:56:30.550511
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.28692466083251755,0.1,12:56:29.318464
0.3210904973681021,0.06666666666666667,12:56:29.454084
0.3223984517919603,0.1,12:56:29.597266
0.2911708466126962,0.11380711874576983,12:56:29.911055
0.27002841713516385,0.11380711874576983,12:56:30.069264
0.2881317272534558,0.19621165057908915,12:56:30.226201
0.23304163151772272,0.18834271799576283,12:56:30.396858
0.2918808292134908,0.06666666666666667,12:56:30.550511
0.27651278324518724,0.1,12:56:30.715887
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.28692466083251755,0.1,12:56:29.318464
0.3210904973681021,0.06666666666666667,12:56:29.454084
0.3223984517919603,0.1,12:56:29.597266
0.2911708466126962,0.11380711874576983,12:56:29.911055
0.27002841713516385,0.11380711874576983,12:56:30.069264
0.2881317272534558,0.19621165057908915,12:56:30.226201
0.23304163151772272,0.18834271799576283,12:56:30.396858
0.2918808292134908,0.06666666666666667,12:56:30.550511
0.27651278324518724,0.1,12:56:30.715887
0.286835066303886,0.16666666666666669,12:56:30.873644
0.29664512634686335,0.6163360126977733,12:56:25.899415
0.3249445523637241,0.21573786516665266,12:56:28.621339
0.2560557092624809,0.447213595499958,12:56:28.770138
0.28692466083251755,0.1,12:56:29.318464
0.3210904973681021,0.06666666666666667,12:56:29.454084
0.3223984517919603,0.1,12:56:29.597266
0.2911708466126962,0.11380711874576983,12:56:29.911055
0.27002841713516385,0.11380711874576983,12:56:30.069264
0.2881317272534558,0.19621165057908915,12:56:30.226201
0.23304163151772272,0.18834271799576283,12:56:30.396858
